spatial_id;votes;invalid;valid;oevp;spoe;fpoe;gruene;bzoe;neos;rekos;anders;eustop
G30712;554;21;533;240;87;115;35;2;30;1;2;21
G30713;623;27;596;204;153;131;40;0;31;4;17;16
G30715;286;10;276;84;107;55;14;0;3;2;4;7
G30716;1523;88;1435;255;600;293;110;2;79;12;23;61
G30718;487;30;457;122;126;105;48;1;32;2;6;15
G30719;676;34;642;297;121;144;33;1;21;5;6;14
G30721;659;37;622;248;134;129;46;0;34;1;10;20
G30722;581;16;565;270;96;91;58;2;23;3;6;16
G30724;801;29;772;201;248;189;59;1;24;7;14;29
G30726;1156;69;1087;388;238;227;95;4;60;10;16;49
G30728;432;7;425;229;67;72;24;2;15;1;3;12
G30799;1412;49;1363;444;337;223;163;5;99;8;28;56
G30800;40264;1543;38721;11067;10403;9019;3482;103;2190;313;673;1471
G30801;82;12;70;40;3;11;8;0;3;2;2;1
G30802;47;5;42;30;3;2;0;0;5;0;0;2
G30803;1339;56;1283;305;493;286;80;4;53;8;31;23
G30804;846;36;810;310;215;121;81;3;44;4;12;20
G30805;774;25;749;304;168;126;67;2;39;10;8;25
G30808;2757;85;2672;573;699;642;353;8;188;19;78;112
G30810;448;15;433;161;135;75;31;2;14;0;6;9
G30811;944;26;918;227;347;221;36;0;41;2;10;34
G30812;351;16;335;103;77;87;28;1;18;2;4;15
G30813;473;16;457;213;79;107;17;0;20;6;7;8
G30814;768;20;748;243;173;173;56;3;37;10;14;39
G30817;3523;125;3398;647;883;920;461;11;250;35;71;120
G30819;89;8;81;39;12;16;8;0;4;0;1;1
G30821;3543;110;3433;782;892;833;406;17;249;37;65;152
G30822;42;4;38;20;2;11;1;0;1;0;0;3
G30824;563;38;525;241;121;74;40;2;17;13;8;9
G30825;465;21;444;169;98;108;29;0;26;2;4;8
G30826;536;15;521;231;122;90;28;0;20;4;7;19
G30827;957;32;925;143;446;201;47;1;31;7;15;34
G30828;383;19;364;179;52;69;32;1;16;3;2;10
G30829;555;28;527;214;154;82;32;1;17;5;6;16
G30830;944;42;902;278;187;275;47;4;48;5;13;45
G30831;975;34;941;201;327;234;91;2;39;5;10;32
G30834;161;10;151;63;23;34;11;1;15;0;1;3
G30835;812;27;785;167;276;193;59;3;31;6;20;30
G30836;346;23;323;87;99;89;21;2;13;1;4;7
G30838;1084;39;1045;346;257;238;80;2;65;9;12;36
G30841;581;32;549;218;107;147;27;1;20;6;4;19
G30842;481;17;464;104;154;125;35;0;15;7;6;18
G30844;711;23;688;188;157;207;65;1;32;5;6;27
G30845;520;21;499;223;97;122;17;1;18;2;4;15
G30846;73;1;72;44;2;12;8;0;5;0;0;1
G30848;473;25;448;168;124;93;22;1;22;2;4;12
G30849;236;6;230;95;57;38;18;0;17;1;1;3
G30850;627;29;598;164;242;115;27;0;14;1;8;27
G30852;783;27;756;216;168;177;68;1;70;5;9;42
G30854;382;14;368;150;47;111;27;1;18;3;5;6
G30856;2762;115;2647;317;911;754;270;12;161;24;76;122
G30857;520;28;492;228;81;101;38;1;17;1;2;23
G30858;781;28;753;130;239;255;41;2;31;7;12;36
G30859;392;16;376;134;76;87;36;1;12;8;4;18
G30860;784;48;736;236;175;164;70;1;38;5;14;33
G30863;2389;123;2266;981;414;491;148;4;116;14;21;77
G30865;412;17;395;214;53;67;20;0;18;2;9;12
G30899;3550;86;3464;941;956;635;395;6;262;25;77;167
G30900;17601;972;16629;6290;4651;2615;1183;59;954;178;210;489
G30902;410;28;382;48;151;94;34;1;26;4;8;16
G30903;736;54;682;120;370;100;28;0;26;3;12;23
G30904;295;24;271;131;68;30;21;0;11;3;2;5
G30906;301;16;285;137;75;44;16;0;5;2;1;5
G30908;1993;109;1884;546;679;329;125;4;108;30;20;43
G30909;955;65;890;402;198;125;69;2;48;10;8;28
G30910;562;24;538;204;123;82;39;3;26;19;7;35
G30912;565;56;509;278;47;92;34;1;29;7;7;14
G30913;363;22;341;156;60;52;40;1;17;5;4;6
G30915;199;5;194;71;50;39;11;3;14;4;0;2
G30916;1637;69;1568;536;508;267;114;7;65;11;29;31
G30917;263;7;256;110;77;30;14;2;14;2;4;3
G30920;593;41;552;195;159;91;44;1;38;4;5;15
G30921;613;24;589;310;97;99;26;3;25;7;7;15
G30925;951;47;904;378;239;162;41;1;43;3;7;30
G30929;270;13;257;139;39;36;15;0;9;2;2;15
G30932;437;32;405;190;88;53;33;3;18;6;6;8
G30935;2192;137;2055;558;785;365;122;13;108;20;18;66
G30939;470;36;434;249;47;74;33;1;16;5;2;7
G30940;578;35;543;334;55;74;28;1;37;2;5;7
G30942;1167;64;1103;556;200;139;65;5;79;13;11;35
G30999;2051;64;1987;642;536;238;231;7;192;16;45;80
G31000;24319;1188;23131;10221;4752;3761;1796;64;1297;272;284;684
G31001;296;25;271;101;65;62;12;0;13;2;4;12
G31008;1211;76;1135;511;198;197;86;4;80;13;13;33
G31009;654;45;609;348;68;81;33;3;32;12;9;23
G31014;526;27;499;266;85;87;21;3;15;6;6;10
G31015;799;33;766;365;160;137;39;2;33;4;7;19
G31016;693;53;640;338;115;107;29;4;17;8;7;15
G31018;682;44;638;258;162;142;28;1;21;2;7;17
G31019;524;18;506;251;76;82;41;0;27;5;12;12
G31021;601;32;569;283;99;107;30;0;29;5;9;7
G31022;4721;211;4510;1757;860;847;462;12;311;47;76;138
G31025;328;16;312;93;119;51;22;0;11;4;3;9
G31026;887;32;855;393;197;106;67;2;53;6;6;25
G31028;507;24;483;248;101;64;27;1;12;9;5;16
G31033;471;27;444;187;117;87;20;2;8;2;2;19
G31035;773;48;725;342;155;100;39;3;50;11;12;13
G31036;680;42;638;296;122;121;34;3;38;3;7;14
G31037;1694;75;1619;759;316;212;155;3;90;22;16;46
G31038;466;26;440;205;80;62;26;3;34;5;6;19
G31041;439;20;419;203;112;37;35;4;15;4;4;5
G31042;417;24;393;124;148;79;16;1;11;2;4;8
G31043;934;43;891;491;140;132;52;2;46;4;7;17
G31051;1096;49;1047;461;190;191;53;0;49;47;12;44
G31052;1199;58;1141;469;311;191;68;5;54;7;11;25
G31053;1412;91;1321;548;306;219;95;5;65;19;17;47
G31099;2309;49;2260;924;450;260;306;1;183;23;22;91
G31100;16196;693;15503;7679;2513;2449;1233;33;852;148;181;415
G31101;362;12;350;167;49;60;34;0;21;9;2;8
G31102;400;10;390;257;32;62;21;0;10;0;6;2
G31103;641;30;611;322;97;81;48;2;41;2;8;10
G31104;611;19;592;287;74;127;43;1;29;6;7;18
G31105;1366;71;1295;506;286;196;151;1;75;12;18;50
G31106;1516;51;1465;576;271;289;142;2;94;19;22;50
G31107;701;30;671;394;95;98;29;1;34;5;6;9
G31109;2478;109;2369;982;402;432;261;6;157;21;35;73
G31110;734;39;695;399;92;131;18;3;32;3;5;12
G31111;399;11;388;263;26;55;23;1;11;2;2;5
G31113;386;13;373;215;62;55;19;0;8;8;1;5
G31114;437;20;417;228;70;52;20;2;22;8;6;9
G31117;410;31;379;211;57;73;13;3;10;2;7;3
G31119;304;12;292;202;20;35;13;0;10;4;3;5
G31120;512;20;492;263;93;67;27;2;16;10;2;12
G31121;368;17;351;151;48;83;18;0;23;4;7;17
G31123;647;37;610;376;63;83;32;0;40;1;3;12
G31124;862;41;821;341;243;127;45;1;26;6;8;24
G31129;938;50;888;586;89;103;42;2;40;7;8;11
G31130;379;15;364;183;75;47;19;1;17;5;2;15
G31199;1745;55;1690;770;269;193;215;5;136;14;23;65
G31200;32527;1213;31314;9938;6522;5748;4247;108;2868;302;620;961
G31201;1913;72;1841;644;309;249;303;7;225;21;39;44
G31202;725;24;701;242;158;123;84;5;48;4;12;25
G31203;1272;72;1200;537;174;248;109;2;49;10;19;52
G31204;681;42;639;311;62;112;61;5;48;5;16;19
G31205;884;38;846;356;111;165;89;1;70;15;17;22
G31206;744;21;723;258;146;148;76;1;54;5;8;27
G31207;1696;77;1619;590;307;359;171;6;111;26;24;25
G31208;1573;74;1499;543;253;343;136;5;118;23;24;54
G31213;4105;145;3960;1060;841;777;706;13;330;24;92;117
G31214;3043;100;2943;870;523;458;547;9;358;21;68;89
G31215;518;28;490;211;70;101;41;1;36;5;9;16
G31216;1890;59;1831;530;432;283;298;5;215;10;27;31
G31224;570;33;537;244;100;99;37;5;30;0;6;16
G31226;1571;78;1493;588;226;325;139;5;126;14;23;47
G31227;804;24;780;162;266;133;105;7;55;6;18;28
G31228;446;27;419;203;59;77;31;1;35;2;2;9
G31229;489;20;469;115;145;82;53;1;48;2;8;15
G31230;5373;184;5189;1151;1479;1078;676;18;440;64;123;160
G31234;654;31;623;213;111;122;72;6;65;7;5;22
G31299;3576;64;3512;1110;750;466;513;5;407;38;80;143
G31300;27091;1316;25775;10288;4816;4422;2736;114;1900;393;364;742
G31301;312;14;298;86;98;58;25;2;13;4;4;8
G31302;504;28;476;230;87;72;46;0;18;4;3;16
G31303;648;35;613;280;112;102;55;3;29;10;8;14
G31304;449;23;426;190;78;82;37;2;21;3;6;7
G31308;1350;58;1292;527;229;198;129;2;91;76;13;27
G31309;1173;53;1120;365;297;160;145;7;73;13;23;37
G31310;1003;47;956;306;242;201;99;1;52;16;16;23
G31311;1510;92;1418;595;256;272;122;4;85;17;20;47
G31315;824;51;773;245;165;158;77;4;70;21;12;21
G31319;540;39;501;254;64;69;38;1;34;15;8;18
G31321;334;17;317;147;65;61;20;2;7;2;3;10
G31322;3088;143;2945;1074;442;560;388;24;292;38;44;83
G31323;647;47;600;212;135;96;68;5;39;16;13;16
G31324;985;50;935;510;117;183;48;1;47;6;9;14
G31326;432;28;404;226;58;61;22;1;22;3;2;9
G31327;1426;55;1371;462;264;263;184;8;117;21;18;34
G31330;630;45;585;283;147;81;25;2;17;6;9;15
G31333;1100;36;1064;277;352;189;113;6;71;7;17;32
G31336;692;34;658;298;79;149;42;6;38;9;9;28
G31337;836;34;802;262;177;133;93;4;88;12;10;23
G31338;560;36;524;235;120;59;54;2;34;7;5;8
G31340;542;27;515;279;59;77;45;0;29;3;3;20
G31343;827;52;775;281;197;116;93;3;41;7;8;29
G31344;739;32;707;320;100;129;59;2;54;7;11;25
G31346;674;33;641;281;93;84;90;5;46;9;13;20
G31347;375;14;361;160;43;54;42;3;38;4;7;10
G31350;585;32;553;301;83;95;20;6;21;8;7;12
G31351;694;27;667;285;126;108;65;2;58;3;3;17
G31355;852;35;817;316;95;170;117;1;80;5;9;24
G31356;437;17;420;122;66;96;56;2;43;6;6;23
G31399;2323;82;2241;879;370;286;319;3;232;35;45;72
G31400;12316;627;11689;3719;3250;2202;1010;33;626;155;213;481
G31401;271;17;254;133;53;27;13;0;19;3;3;3
G31402;543;38;505;215;89;102;39;1;27;5;10;17
G31403;1448;64;1384;390;436;274;104;6;77;15;20;62
G31404;593;26;567;128;235;100;36;1;28;12;5;22
G31405;455;27;428;170;57;109;25;1;20;9;9;28
G31406;368;20;348;183;37;80;14;1;14;2;9;8
G31407;1075;59;1016;334;237;176;144;2;55;20;23;25
G31408;250;15;235;101;46;41;8;0;12;18;3;6
G31409;384;31;353;150;60;80;25;3;15;5;4;11
G31410;768;51;717;263;157;139;75;1;43;6;12;21
G31411;867;52;815;230;293;149;54;1;21;6;14;47
G31412;1813;80;1733;543;485;314;157;6;103;22;31;72
G31413;1314;66;1248;188;532;269;100;3;42;12;39;63
G31414;893;47;846;325;183;182;63;2;38;7;5;41
G31499;1274;34;1240;366;350;160;153;5;112;13;26;55
G31500;34762;1666;33096;12689;7163;6202;2976;141;1870;538;442;1075
G31502;512;20;492;293;75;68;19;2;18;4;4;9
G31503;834;24;810;398;124;154;61;4;34;9;4;22
G31504;602;25;577;254;140;80;54;1;27;1;7;13
G31505;994;53;941;296;153;259;70;4;67;44;15;33
G31506;259;8;251;103;60;41;20;2;10;7;4;4
G31507;988;46;942;354;145;235;76;3;65;14;9;41
G31508;514;27;487;166;101;109;47;3;36;8;6;11
G31509;634;44;590;52;256;173;52;2;14;11;7;23
G31511;841;42;799;322;188;150;67;1;15;17;11;28
G31513;775;55;720;470;44;97;46;2;42;9;4;6
G31514;1110;66;1044;509;137;173;92;6;69;16;11;31
G31515;525;36;489;273;32;92;36;2;23;6;6;19
G31516;408;17;391;101;146;73;29;1;18;2;1;20
G31517;553;16;537;152;149;92;72;1;21;13;13;24
G31519;588;25;563;139;207;107;41;2;30;14;4;19
G31520;1307;71;1236;286;406;286;91;2;75;18;19;53
G31521;1283;55;1228;580;153;202;130;7;74;26;26;30
G31522;606;33;573;139;193;132;44;2;28;7;9;19
G31523;321;15;306;106;66;60;24;1;24;11;1;13
G31524;2051;71;1980;732;342;375;283;7;153;19;27;42
G31525;597;44;553;230;137;96;37;3;23;13;3;11
G31527;705;34;671;206;174;145;61;4;34;12;12;23
G31528;494;26;468;216;104;63;34;1;23;18;3;6
G31530;857;45;812;199;312;159;59;2;31;12;13;25
G31531;453;26;427;100;157;90;39;1;14;3;5;18
G31533;1270;52;1218;344;322;273;114;19;72;13;16;45
G31534;952;50;902;400;152;196;53;1;49;12;9;30
G31535;509;19;490;263;98;74;15;2;10;7;6;15
G31537;958;54;904;441;79;213;66;3;42;20;9;31
G31539;1229;61;1168;464;172;260;115;5;60;37;20;35
G31540;795;54;741;290;170;116;67;2;49;5;10;32
G31541;451;28;423;260;61;45;20;1;12;13;3;8
G31542;418;23;395;123;75;98;42;3;25;5;7;17
G31543;442;18;424;166;88;94;37;2;18;7;2;10
G31546;394;27;367;209;51;54;15;2;13;4;2;17
G31549;2046;88;1958;554;657;375;150;10;95;18;21;78
G31550;589;33;556;252;102;79;57;4;40;4;10;8
G31551;648;46;602;358;53;68;36;2;49;9;11;16
G31552;833;41;792;312;195;149;55;5;36;12;4;24
G31553;717;27;690;267;133;137;63;2;48;13;7;20
G31599;3700;121;3579;1310;754;460;487;12;284;45;81;146
G31600;35320;1534;33786;13632;6722;6194;3291;111;1998;327;487;1024
G31601;270;9;261;128;39;53;10;0;8;4;1;18
G31603;784;35;749;301;162;158;56;5;23;7;11;26
G31604;711;28;683;275;200;120;24;2;21;6;7;28
G31605;568;22;546;183;142;110;60;1;28;1;8;13
G31606;481;22;459;260;51;93;14;6;19;5;2;9
G31608;267;11;256;151;19;20;33;0;26;0;7;0
G31609;419;11;408;297;33;27;26;0;15;2;1;7
G31611;469;29;440;269;38;69;20;2;22;2;6;12
G31612;1446;81;1365;550;279;294;101;2;70;12;16;41
G31613;541;24;517;291;66;80;32;2;25;6;7;8
G31614;961;52;909;323;155;226;85;5;64;8;9;34
G31615;621;36;585;207;167;103;58;0;22;5;6;17
G31616;538;31;507;243;87;100;29;2;28;6;3;9
G31617;755;32;723;287;163;160;45;2;38;3;6;19
G31620;408;7;401;109;170;76;16;0;6;1;7;16
G31621;461;24;437;231;53;88;24;4;22;8;2;5
G31622;557;14;543;197;134;113;48;0;30;4;5;12
G31627;628;30;598;196;145;108;68;3;39;7;13;19
G31628;683;26;657;214;145;124;79;3;52;6;11;23
G31629;2550;106;2444;857;566;480;229;8;129;34;48;93
G31630;966;50;916;344;176;186;96;2;56;11;14;31
G31633;4420;197;4223;1479;896;797;513;14;284;27;78;135
G31634;551;31;520;199;130;115;18;0;33;9;7;9
G31636;407;20;387;151;102;69;28;0;19;5;5;8
G31642;615;28;587;210;95;81;110;0;33;19;14;25
G31644;2451;125;2326;1171;371;433;121;5;118;19;29;59
G31645;454;22;432;49;193;128;14;5;16;9;5;13
G31646;310;24;286;168;32;46;12;2;11;1;3;11
G31649;880;54;826;346;195;151;39;2;37;3;8;45
G31650;831;41;790;415;78;186;44;5;34;8;6;14
G31651;1116;48;1068;278;269;208;201;8;50;6;20;28
G31652;285;12;273;141;39;49;12;1;17;1;2;11
G31653;677;41;636;378;73;86;30;3;37;6;5;18
G31654;941;44;897;325;231;174;60;3;62;8;9;25
G31655;2795;78;2717;947;467;370;563;4;213;25;51;77
G31658;278;17;261;177;19;45;8;1;4;4;1;2
G31699;3225;72;3153;1285;542;468;365;9;287;39;54;104
G31700;48939;1304;47635;12888;9843;7551;8510;167;5825;560;979;1312
G31701;516;19;497;107;146;93;69;1;54;1;13;13
G31702;1056;20;1036;315;204;186;152;3;116;7;19;34
G31703;2414;64;2350;588;503;393;439;11;278;39;43;56
G31704;4086;141;3945;961;894;664;722;11;491;36;87;79
G31706;625;23;602;172;114;99;110;1;77;7;9;13
G31707;841;15;826;232;138;99;162;3;150;10;10;22
G31709;1477;59;1418;372;270;229;292;5;169;27;27;27
G31710;3481;120;3361;624;1008;731;433;10;352;29;63;111
G31711;619;19;600;140;182;108;75;1;46;7;17;24
G31712;1534;43;1491;526;187;191;265;4;240;16;37;25
G31713;1283;37;1246;256;355;221;209;5;116;16;30;38
G31714;533;12;521;188;92;50;118;2;49;1;11;10
G31715;1083;37;1046;371;214;135;154;5;99;21;18;29
G31716;3184;66;3118;1038;422;420;639;12;431;39;51;66
G31717;6954;195;6759;1881;1249;937;1468;28;736;88;152;220
G31718;991;31;960;227;252;216;112;6;99;8;11;29
G31719;5918;132;5786;1857;941;825;1112;14;757;66;127;87
G31723;1980;64;1916;337;553;468;222;12;155;21;54;94
G31725;3284;90;3194;566;891;628;529;10;319;37;73;141
G31726;1089;47;1042;326;170;209;171;3;103;7;22;31
G31799;5991;70;5921;1804;1058;649;1057;20;988;77;105;163
G31800;36661;1618;35043;10202;9550;7367;3348;149;2090;504;494;1339
G31801;160;6;154;84;9;37;9;0;6;3;1;5
G31802;816;44;772;286;177;156;47;2;61;14;8;21
G31803;813;42;771;364;136;130;46;7;33;23;9;23
G31804;593;32;561;134;209;118;45;1;38;2;1;13
G31805;135;6;129;48;41;17;5;1;7;0;2;8
G31806;155;5;150;48;59;20;14;0;5;0;1;3
G31807;422;34;388;174;80;66;36;3;16;4;2;7
G31808;783;31;752;203;227;155;70;3;48;1;13;32
G31809;459;35;424;203;52;98;25;1;18;7;2;18
G31810;2076;84;1992;437;583;489;231;4;109;20;31;88
G31811;957;59;898;209;294;230;53;5;47;13;11;36
G31812;611;32;579;253;149;81;40;1;22;6;10;17
G31813;595;14;581;122;219;133;36;3;37;5;8;18
G31814;1078;45;1033;455;115;225;100;5;45;38;9;41
G31815;256;16;240;112;37;54;12;3;11;1;5;5
G31817;751;32;719;247;117;159;88;4;52;19;6;27
G31818;3676;129;3547;788;1055;831;423;16;212;42;63;117
G31820;205;11;194;70;43;54;6;1;6;4;2;8
G31821;838;52;786;200;249;149;86;5;43;6;12;36
G31823;1036;50;986;254;256;225;103;3;82;9;15;39
G31825;186;5;181;71;41;38;14;0;12;1;2;2
G31826;1007;39;968;304;288;172;85;6;47;3;11;52
G31827;153;5;148;85;11;22;17;1;5;0;2;5
G31829;988;48;940;263;250;200;90;2;69;5;19;42
G31830;163;15;148;71;11;39;11;0;5;4;1;6
G31831;767;31;736;227;167;164;68;4;47;10;17;32
G31832;840;30;810;394;119;132;65;4;55;13;7;21
G31833;271;16;255;76;49;80;12;2;14;4;8;10
G31834;149;9;140;53;26;20;20;1;10;3;0;7
G31835;750;35;715;156;232;163;63;2;46;15;15;23
G31836;266;30;236;61;92;38;9;1;7;8;2;18
G31837;588;16;572;118;191;118;61;1;37;13;8;25
G31838;208;6;202;64;40;56;17;0;17;1;3;4
G31839;5439;239;5200;768;1937;1308;493;18;276;73;84;243
G31840;560;25;535;257;100;100;27;0;22;15;4;10
G31841;260;16;244;134;29;48;9;0;8;12;1;3
G31842;82;3;79;32;17;17;3;0;3;2;1;4
G31843;687;33;654;322;123;92;56;0;24;16;5;16
G31844;864;63;801;385;145;125;49;6;51;4;10;26
G31845;345;10;335;86;75;67;57;3;23;12;4;8
G31846;617;27;590;53;256;135;63;4;32;3;15;29
G31847;677;24;653;188;186;121;75;1;37;7;14;24
G31848;692;39;653;341;85;103;45;7;30;20;9;13
G31849;413;16;397;82;135;95;38;4;22;5;1;15
G31899;3274;79;3195;920;838;487;426;14;293;38;40;139
G31900;43559;1897;41662;13781;9448;7809;4777;173;3037;466;754;1417
G31901;989;38;951;251;208;217;103;7;82;10;24;49
G31902;767;35;732;294;75;171;72;2;56;6;21;35
G31903;1929;105;1824;561;398;333;245;10;139;41;26;71
G31904;492;20;472;176;78;92;60;1;36;5;11;13
G31905;1622;56;1566;340;301;283;348;9;173;19;53;40
G31906;974;54;920;461;201;135;55;0;35;4;7;22
G31907;397;19;378;216;66;45;30;1;10;2;0;8
G31909;1169;62;1107;527;182;170;94;2;85;13;4;30
G31910;774;31;743;308;155;123;72;3;43;14;8;17
G31911;453;30;423;159;91;93;41;3;15;4;8;9
G31912;3250;147;3103;685;1053;702;303;13;173;32;46;96
G31913;596;15;581;196;117;125;55;2;46;6;12;22
G31915;565;23;542;261;59;116;33;5;41;6;5;16
G31916;884;47;837;303;186;153;84;4;66;12;12;17
G31917;607;36;571;202;85;107;66;0;57;12;19;23
G31918;1497;81;1416;565;264;257;146;5;103;16;24;36
G31919;711;41;670;206;158;123;91;2;40;7;13;30
G31920;274;9;265;120;69;40;13;2;8;7;2;4
G31921;1133;41;1092;316;207;202;200;10;96;13;14;34
G31922;805;36;769;264;142;173;95;2;45;6;6;36
G31923;448;22;426;223;28;69;36;4;39;4;9;14
G31925;673;26;647;241;134;110;82;3;38;12;16;11
G31926;2876;104;2772;843;483;539;434;10;273;21;71;98
G31927;533;18;515;171;89;114;62;1;32;3;14;29
G31928;813;46;767;258;185;144;75;2;52;10;12;29
G31929;1988;85;1903;565;591;294;190;8;128;16;42;69
G31930;968;30;938;410;140;198;78;4;61;17;11;19
G31932;694;30;664;189;167;99;110;1;53;13;11;21
G31934;1467;70;1397;601;230;246;127;6;115;18;19;35
G31935;1095;73;1022;407;234;189;78;2;45;8;16;43
G31938;527;28;499;265;62;75;36;2;34;1;16;8
G31939;224;16;208;102;47;48;3;0;4;0;1;3
G31940;584;29;555;173;183;93;39;2;32;2;11;20
G31941;297;9;288;145;28;44;31;0;21;5;5;9
G31943;2347;112;2235;542;714;464;215;5;116;29;39;111
G31945;593;27;566;129;229;89;49;3;28;6;13;20
G31946;607;28;579;272;58;119;61;2;35;5;8;19
G31947;2374;87;2287;547;686;520;224;12;138;16;47;97
G31948;1128;55;1073;313;272;215;122;4;76;15;21;35
G31999;3435;76;3359;974;793;480;519;19;368;30;57;119
G32000;18356;790;17566;7554;3328;2847;1755;69;1017;234;212;550
G32001;1237;52;1185;278;446;229;94;6;46;12;19;55
G32002;842;29;813;366;181;107;66;4;43;15;4;27
G32003;706;34;672;229;169;105;89;4;41;5;10;20
G32004;678;31;647;401;70;80;35;1;30;8;2;20
G32005;636;34;602;231;157;93;53;1;38;12;4;13
G32006;1369;72;1297;752;120;225;76;5;40;20;16;43
G32007;107;4;103;43;33;8;8;0;5;1;1;4
G32008;1860;74;1786;724;291;339;193;4;125;34;18;58
G32009;847;31;816;484;80;109;63;1;53;6;2;18
G32010;448;17;431;240;36;49;31;15;26;13;6;15
G32011;387;14;373;187;66;64;18;2;13;11;3;9
G32012;573;37;536;301;41;94;23;2;25;17;9;24
G32013;1709;78;1631;642;354;190;240;6;110;22;19;48
G32014;1125;58;1067;547;111;178;121;2;59;10;18;21
G32015;635;31;604;321;58;146;36;0;21;4;3;15
G32016;1335;57;1278;308;424;246;143;5;81;14;24;33
G32017;1362;67;1295;510;220;304;114;2;66;15;13;51
G32018;688;23;665;337;63;115;66;4;53;6;8;13
G32099;1812;47;1765;653;408;166;286;5;142;9;33;63
G32100;31590;1341;30249;9967;6186;5862;3664;89;2557;382;519;1023
G32101;789;55;734;276;177;113;83;0;45;10;7;23
G32104;1118;84;1034;466;141;228;80;1;64;25;10;19
G32106;799;46;753;268;150;156;61;4;66;9;8;31
G32107;1292;74;1218;427;275;248;97;3;75;28;19;46
G32109;490;23;467;245;94;68;23;0;21;6;3;7
G32110;1312;48;1264;424;257;309;131;1;63;11;24;44
G32112;941;51;890;300;177;174;99;2;85;18;8;27
G32114;1571;72;1499;559;322;260;159;5;108;25;24;37
G32115;560;31;529;206;114;85;51;1;44;10;8;10
G32116;868;38;830;255;186;142;106;3;98;14;10;16
G32119;978;44;934;383;112;252;62;6;70;14;11;24
G32120;1132;69;1063;515;142;162;94;5;80;9;13;43
G32131;2797;116;2681;833;536;638;251;10;231;25;39;118
G32132;905;46;859;320;175;181;73;0;49;16;17;28
G32134;1316;52;1264;385;287;229;158;8;109;17;21;50
G32135;5427;193;5234;1623;989;940;798;16;524;56;120;168
G32139;541;34;507;236;60;92;57;0;39;4;4;15
G32140;901;32;869;211;229;152;141;7;73;12;12;32
G32141;1499;79;1420;388;433;308;94;3;87;14;31;62
G32142;2993;73;2920;642;691;557;569;6;280;22;61;92
G32143;592;32;560;151;106;156;70;3;41;2;7;24
G32199;2769;49;2720;854;533;412;407;5;305;35;62;107
G32200;13186;652;12534;5740;2184;2221;976;39;765;100;191;318
G32202;464;21;443;65;182;151;14;1;20;0;3;7
G32203;767;53;714;427;74;130;25;1;29;2;11;15
G32206;571;34;537;253;99;109;26;1;24;2;11;12
G32207;1013;56;957;301;294;194;72;6;41;4;9;36
G32209;666;31;635;299;103;131;42;2;30;5;7;16
G32210;524;41;483;235;74;89;27;1;28;5;13;11
G32212;446;29;417;225;76;55;32;1;15;1;5;7
G32214;464;22;442;237;40;99;22;1;23;6;5;9
G32216;1283;91;1192;631;182;199;59;3;72;8;12;26
G32217;597;28;569;299;70;121;31;2;23;7;8;8
G32219;1232;66;1166;569;254;166;62;3;79;4;7;22
G32220;2253;76;2177;871;342;372;268;6;177;24;47;70
G32221;558;25;533;258;71;89;44;2;43;10;6;10
G32222;301;18;283;163;33;59;16;1;6;1;2;2
G32223;415;22;393;200;73;61;33;1;8;6;3;8
G32299;1632;39;1593;707;217;196;203;7;147;15;42;59
G32300;31444;1303;30141;9126;7617;6767;2504;91;2000;407;465;1164
G32301;1211;30;1181;350;297;198;152;1;109;7;16;51
G32302;340;29;311;125;34;78;17;1;21;10;6;19
G32304;901;34;867;127;351;210;70;0;44;3;17;45
G32305;1567;53;1514;241;513;489;80;4;66;17;27;77
G32306;1087;44;1043;370;266;220;75;3;56;9;7;37
G32307;1386;45;1341;234;480;353;102;4;80;24;15;49
G32308;482;32;450;169;92;99;34;0;23;12;8;13
G32309;750;24;726;439;77;125;24;0;37;7;5;12
G32310;447;20;427;153;137;76;23;0;19;1;1;17
G32311;574;16;558;226;82;103;54;3;43;6;15;26
G32312;507;28;479;216;81;97;20;0;29;10;2;24
G32313;1357;64;1293;342;251;269;176;7;160;18;29;41
G32314;1229;57;1172;646;129;210;59;1;57;25;9;36
G32315;1041;64;977;471;125;174;65;2;70;11;11;48
G32316;1492;56;1436;372;391;340;121;9;97;29;27;50
G32317;551;26;525;312;31;69;31;0;29;36;5;12
G32318;911;32;879;190;242;243;90;1;48;9;25;31
G32319;1141;48;1093;344;184;242;136;3;94;12;21;57
G32320;764;40;724;243;155;187;42;2;45;6;15;29
G32321;243;6;237;95;51;45;21;1;15;5;3;1
G32322;243;15;228;96;38;50;21;2;15;0;1;5
G32323;947;41;906;192;272;215;91;8;37;7;18;66
G32324;165;9;156;65;25;32;13;0;11;3;1;6
G32325;553;30;523;257;75;82;51;1;29;5;9;14
G32326;484;13;471;138;215;92;4;1;6;4;0;11
G32327;1673;72;1601;311;556;424;105;6;84;12;24;79
G32330;941;37;904;145;278;284;79;3;60;9;17;29
G32331;655;35;620;91;241;142;55;2;30;10;14;35
G32332;728;32;696;191;203;161;60;1;51;8;10;11
G32333;525;20;505;185;123;80;33;2;43;12;10;17
G32334;458;29;429;189;50;121;18;2;26;4;4;15
G32335;693;43;650;297;122;131;29;3;29;21;3;15
G32336;709;26;683;174;166;161;75;4;48;6;22;27
G32337;1415;68;1347;272;368;406;116;4;85;13;26;57
G32338;814;42;772;163;241;199;68;2;53;10;9;27
