spatial_id;votes;invalid;valid;oevp;spoe;fpoe;gruene;bzoe;neos;rekos;anders;eustop
G41715;835;19;816;278;131;148;110;6;102;10;11;20
G41716;961;42;919;294;159;231;118;3;59;29;11;15
G41717;467;31;436;179;51;113;50;1;21;2;4;15
G41718;426;16;410;160;42;98;50;1;31;4;3;21
G41719;540;24;516;222;90;81;43;1;43;14;6;16
G41720;523;20;503;120;120;162;53;3;29;3;5;8
G41721;544;23;521;303;21;117;33;1;16;4;4;22
G41722;1176;57;1119;305;269;250;114;7;70;41;18;45
G41723;469;18;451;138;121;99;36;6;22;8;8;13
G41724;303;11;292;115;67;39;41;0;23;4;0;3
G41725;210;5;205;67;32;55;23;0;18;0;4;6
G41726;669;36;633;232;143;148;39;5;31;8;7;20
G41727;448;21;427;160;76;61;62;1;42;6;9;10
G41728;285;19;266;101;33;74;29;0;13;4;6;6
G41729;194;16;178;54;38;48;17;1;9;2;1;8
G41730;596;29;567;161;132;117;81;2;43;9;11;11
G41731;2021;75;1946;463;446;457;320;5;152;25;24;54
G41732;639;29;610;136;164;148;92;4;30;10;5;21
G41733;122;10;112;42;8;18;23;1;8;2;2;8
G41734;1277;36;1241;370;181;344;124;10;102;41;33;36
G41735;739;27;712;273;93;133;101;4;73;7;12;16
G41736;458;24;434;158;85;93;45;2;31;9;6;5
G41737;1009;18;991;205;264;216;157;8;84;21;10;26
G41738;1345;56;1289;324;300;325;177;3;81;21;25;33
G41739;1912;87;1825;406;411;480;237;3;165;31;32;60
G41740;348;10;338;144;62;41;53;4;27;0;4;3
G41741;475;33;442;203;47;115;29;2;21;11;6;8
G41742;1019;41;978;427;116;181;105;3;111;6;13;16
G41743;1957;100;1857;403;561;387;238;9;119;24;43;73
G41744;605;19;586;228;62;110;98;2;44;15;8;19
G41745;414;12;402;148;111;45;49;0;40;6;2;1
G41746;3729;121;3608;881;915;701;590;13;276;57;75;100
G41747;1609;102;1507;489;318;353;155;4;96;30;26;36
G41748;353;10;343;184;32;71;21;1;8;10;2;14
G41749;577;13;564;175;118;111;72;3;53;11;7;14
G41750;670;31;639;175;169;133;90;2;26;8;21;15
G41751;505;13;492;221;64;62;61;0;56;14;4;10
G41752;404;24;380;130;79;56;63;2;30;2;9;9
G41799;5154;129;5025;1305;1061;723;957;25;583;70;113;188
G41800;26613;895;25718;7046;5658;6426;3003;145;2086;274;409;671
G41801;232;11;221;101;12;64;10;1;20;5;1;7
G41802;234;5;229;68;54;50;25;0;16;12;2;2
G41803;994;54;940;342;198;193;85;1;71;12;13;25
G41804;1359;54;1305;330;330;304;160;5;106;8;19;43
G41805;794;21;773;325;65;185;78;2;55;24;17;22
G41806;742;25;717;205;161;199;61;5;51;9;6;20
G41807;548;28;520;190;84;133;52;2;33;3;10;13
G41808;1987;60;1927;495;471;507;193;5;142;26;44;44
G41809;281;7;274;80;55;66;31;2;33;1;4;2
G41810;1133;28;1105;281;269;260;149;8;89;8;13;28
G41811;979;24;955;240;225;246;111;12;67;13;16;25
G41812;3711;148;3563;574;1119;1017;365;25;260;27;59;117
G41813;365;10;355;142;38;75;41;3;42;4;6;4
G41814;634;23;611;211;71;187;59;1;41;6;10;25
G41815;367;15;352;168;42;67;35;2;24;6;1;7
G41816;1166;37;1129;364;220;282;125;7;89;11;15;16
G41817;875;26;849;275;169;254;62;4;47;16;9;13
G41818;479;14;465;129;88;126;53;4;41;3;10;11
G41819;671;34;637;230;96;155;60;1;64;5;2;24
G41820;1277;44;1233;185;374;376;153;11;73;7;12;42
G41821;914;43;871;371;107;179;108;10;64;9;9;14
G41822;843;24;819;245;112;323;65;0;46;4;12;12
G41823;1834;45;1789;457;363;368;326;20;174;15;34;32
G41824;1141;38;1103;261;286;281;130;3;92;8;18;24
G41899;3053;77;2976;777;649;529;466;11;346;32;67;99
G50000;160066;4312;155754;50214;33306;28960;21939;654;11030;2353;2328;4970
G5A000;39619;713;38906;9916;8905;6452;7912;166;2917;580;826;1232
G5A099;6563;79;6484;1790;1367;725;1532;17;646;87;130;190
G5B000;64782;1960;62822;21488;11458;11207;9354;307;4851;1036;984;2137
G5B099;7759;121;7638;2153;1403;1036;1556;43;894;101;165;287
G5C000;55665;1639;54026;18810;12943;11301;4673;181;3262;737;518;1601
G5C099;7573;118;7455;2371;1797;1108;999;27;708;81;85;279
G50099;21895;318;21577;6314;4567;2869;4087;87;2248;269;380;756
G50100;39619;713;38906;9916;8905;6452;7912;166;2917;580;826;1232
G50101;33056;634;32422;8126;7538;5727;6380;149;2271;493;696;1042
G50199;6563;79;6484;1790;1367;725;1532;17;646;87;130;190
G50200;17837;635;17202;5695;3622;2924;2464;75;1302;241;240;639
G50201;1521;56;1465;641;341;210;112;3;78;25;8;47
G50202;1216;58;1158;478;189;176;173;5;85;12;7;33
G50203;705;22;683;294;148;118;42;3;38;27;3;10
G50204;1015;35;980;291;216;206;126;2;80;4;16;39
G50205;4783;148;4635;1012;1218;936;689;19;385;58;89;229
G50206;346;15;331;183;44;52;19;1;22;1;2;7
G50207;1964;73;1891;722;308;270;318;14;141;28;34;56
G50208;1267;40;1227;345;258;216;236;5;93;19;15;40
G50209;1146;41;1105;367;215;190;173;10;75;17;22;36
G50210;236;11;225;97;74;22;12;0;7;8;2;3
G50211;568;37;531;312;39;86;35;2;33;10;3;11
G50212;436;16;420;184;72;77;42;0;23;4;0;18
G50213;632;43;589;235;115;98;76;0;36;3;2;24
G50299;2002;40;1962;534;385;267;411;11;206;25;37;86
G50300;46945;1325;45620;15793;7836;8283;6890;232;3549;795;744;1498
G50301;1106;15;1091;376;187;197;169;5;95;10;16;36
G50302;1128;33;1095;436;124;186;194;6;71;17;25;36
G50303;1716;63;1653;690;254;263;240;7;117;13;24;45
G50304;441;9;432;151;73;107;46;2;38;3;6;6
G50305;1187;40;1147;129;447;245;161;6;62;18;24;55
G50306;427;22;405;188;63;56;39;1;28;19;1;10
G50307;469;7;462;213;73;69;55;5;19;12;9;7
G50308;994;36;958;387;163;149;131;5;73;12;15;23
G50309;1581;33;1548;551;223;243;268;8;144;32;25;54
G50310;2017;67;1950;709;316;372;264;9;144;39;22;75
G50311;915;28;887;338;98;238;86;6;49;20;16;36
G50312;401;18;383;170;37;75;50;0;33;6;2;10
G50313;309;8;301;202;28;25;25;1;14;0;4;2
G50314;1773;62;1711;412;509;339;201;8;112;26;30;74
G50315;691;10;681;226;90;148;129;2;48;12;9;17
G50316;1090;34;1056;364;193;195;168;6;71;11;22;26
G50317;1352;30;1322;447;252;237;175;10;126;20;20;35
G50318;115;7;108;37;26;28;10;1;3;2;1;0
G50319;925;29;896;348;141;160;125;2;64;11;9;36
G50320;734;30;704;328;100;101;72;0;45;23;13;22
G50321;963;28;935;333;123;155;176;4;60;30;20;34
G50322;1071;36;1035;393;180;192;129;6;70;18;12;35
G50323;964;32;932;427;111;131;147;5;68;10;13;20
G50324;1389;38;1351;347;249;309;219;5;87;39;20;76
G50325;661;16;645;257;104;85;91;10;47;13;13;25
G50326;1502;57;1445;342;350;265;270;6;103;26;22;61
G50327;1354;37;1317;540;145;242;198;5;122;16;16;33
G50328;352;12;340;119;38;80;45;3;31;11;5;8
G50329;978;33;945;367;146;195;107;6;59;25;17;23
G50330;973;21;952;385;156;182;92;3;68;20;11;35
G50331;333;7;326;146;45;75;17;2;20;8;5;8
G50332;515;19;496;210;81;75;62;1;47;9;4;7
G50335;1964;75;1889;698;346;421;171;10;122;39;25;57
G50336;997;45;952;345;188;129;156;5;72;24;12;21
G50337;1445;40;1405;570;182;228;220;4;93;41;17;50
G50338;3618;103;3515;1195;543;803;494;14;242;44;61;119
G50339;2738;64;2674;798;434;514;543;21;194;40;50;80
G50399;5757;81;5676;1619;1018;769;1145;32;688;76;128;201
G50400;24696;755;23941;8256;5849;5052;1940;78;1490;357;228;691
G50401;1081;36;1045;428;119;233;108;6;76;35;12;28
G50402;1535;47;1488;479;422;308;113;10;86;13;10;47
G50403;892;25;867;201;230;276;68;4;34;18;5;31
G50404;2632;106;2526;519;1009;566;183;5;124;24;17;79
G50405;525;17;508;178;154;101;23;2;29;5;5;11
G50406;748;26;722;330;106;183;34;1;36;7;4;21
G50407;329;12;317;178;32;60;13;1;23;2;2;6
G50408;898;23;875;410;110;180;55;5;62;18;8;27
G50409;198;2;196;79;49;39;11;0;9;1;2;6
G50410;791;27;764;263;125;173;86;1;69;14;9;24
G50411;1156;38;1118;608;219;130;60;2;51;24;8;16
G50412;457;15;442;158;94;127;21;1;20;0;6;15
G50413;292;10;282;167;58;33;14;0;3;2;0;5
G50414;262;10;252;151;27;48;7;5;10;4;0;0
G50415;453;16;437;88;192;97;23;1;15;3;7;11
G50416;647;17;630;318;112;106;32;0;25;17;5;15
G50417;1155;39;1116;430;210;286;57;4;66;19;10;34
G50418;3107;90;3017;953;604;732;320;4;238;51;37;78
G50419;474;16;458;174;128;79;41;2;20;2;3;9
G50420;1172;55;1117;395;248;230;99;3;57;28;14;43
G50421;1010;34;976;145;489;170;73;1;54;5;11;28
G50422;90;0;90;34;16;27;5;0;5;3;0;0
G50423;812;21;791;335;144;192;59;0;34;9;6;12
G50424;729;27;702;203;200;162;54;2;32;17;10;22
G50425;261;8;253;111;12;76;15;1;19;8;3;8
G50499;2990;38;2952;921;740;438;366;17;293;28;34;115
G50500;6456;186;6270;2510;1204;1460;449;22;287;106;47;185
G50501;125;3;122;71;22;21;3;0;1;0;0;4
G50502;151;5;146;76;21;33;6;1;3;3;1;2
G50503;528;16;512;193;99;125;42;4;28;7;7;7
G50504;504;15;489;199;76;137;21;3;36;5;3;9
G50505;179;1;178;73;37;60;3;0;0;0;1;4
G50506;307;10;297;98;88;74;14;0;8;5;1;9
G50507;168;2;166;85;35;29;11;0;2;0;0;4
G50508;266;6;260;95;79;53;19;1;9;0;1;3
G50509;1023;39;984;347;239;222;56;4;45;11;8;52
G50510;1252;37;1215;475;202;289;111;4;47;41;13;33
G50511;109;2;107;27;18;43;9;0;5;1;0;4
G50512;46;1;45;23;6;8;1;0;5;2;0;0
G50513;303;15;288;114;51;64;18;2;18;12;0;9
G50514;124;3;121;53;20;39;4;0;4;1;0;0
G50515;322;10;312;166;24;82;12;1;6;5;2;14
G50599;1049;21;1028;415;187;181;119;2;70;13;10;31
G50600;24513;698;23815;8044;5890;4789;2284;81;1485;274;243;725
G50601;948;29;919;374;236;149;65;1;45;17;4;28
G50602;1031;29;1002;271;281;248;86;11;52;15;11;27
G50603;226;11;215;108;70;16;4;0;11;2;0;4
G50604;193;4;189;93;29;38;14;5;5;1;2;2
G50605;349;2;347;172;80;57;18;1;9;7;2;1
G50606;810;34;776;204;277;137;96;0;33;6;5;18
G50607;270;7;263;104;74;41;8;0;7;9;2;18
G50608;408;23;385;90;176;77;10;4;8;1;3;16
G50609;963;29;934;425;242;120;70;4;50;3;5;15
G50610;484;17;467;193;66;110;44;3;37;2;2;10
G50611;872;26;846;349;180;152;86;2;44;4;11;18
G50612;450;13;437;182;61;89;45;2;37;0;7;14
G50613;1202;27;1175;382;240;304;116;3;72;9;16;33
G50614;537;23;514;200;139;67;34;1;31;7;6;29
G50615;690;31;659;241;141;161;49;1;43;3;4;16
G50616;850;18;832;283;168;172;65;5;69;15;13;42
G50617;693;20;673;308;136;135;36;3;24;5;6;20
G50618;718;22;696;321;93;193;32;4;33;4;5;11
G50619;3902;100;3802;965;1051;782;481;11;238;61;55;158
G50620;382;12;370;141;70;66;58;1;22;1;1;10
G50621;507;18;489;173;110;136;28;0;16;10;5;11
G50622;715;25;690;276;162;154;44;2;23;6;5;18
G50623;560;14;546;182;102;175;27;4;32;3;13;8
G50624;736;38;698;194;249;155;30;2;36;13;8;11
G50625;151;5;146;48;20;57;7;1;8;1;1;3
G50626;271;12;259;109;58;52;16;0;14;4;1;5
G50627;128;3;125;69;18;18;13;0;4;1;0;2
G50628;1933;47;1886;552;491;439;188;2;137;24;9;44
G50699;3534;59;3475;1035;870;489;514;8;345;40;41;133
G60000;414699;8584;406115;102630;92392;98446;53038;2227;35367;4187;8378;9450
G6A000;137018;2143;134875;27732;25900;28320;28468;706;15276;1340;4475;2658
G6A099;20135;229;19906;4051;3437;3122;4768;104;3073;182;714;455
G6B000;94637;2408;92229;33209;15041;23151;8993;471;7092;1054;1184;2034
G6B099;9155;158;8997;2764;1522;1754;1307;46;1052;89;181;282
G6C000;61902;1379;60523;16214;13860;17051;5453;378;4646;681;770;1470
G6C099;7585;116;7469;1802;1740;1653;945;41;820;86;116;266
G6D000;121142;2654;118488;25475;37591;29924;10124;672;8353;1112;1949;3288
G6D099;16442;257;16185;3202;5088;3027;1933;104;1764;138;354;575
G60099;53317;760;52557;11819;11787;9556;8953;295;6709;495;1365;1578
G60100;87387;1238;86149;16629;15447;15446;21751;428;10580;859;3518;1491
G60101;73594;1091;72503;13864;13284;13703;17949;371;8353;748;2967;1264
G60199;13793;147;13646;2765;2163;1743;3802;57;2227;111;551;227
G60300;20467;491;19976;5743;4383;5280;1864;114;1537;280;284;491
G60301;340;8;332;140;38;103;27;0;9;8;4;3
G60302;2055;47;2008;379;632;444;268;13;157;34;39;42
G60303;450;13;437;101;76;155;41;1;31;11;8;13
G60305;879;31;848;189;315;195;67;6;48;5;13;10
G60306;54;1;53;21;9;16;3;0;2;0;1;1
G60307;612;14;598;133;141;183;61;7;42;4;14;13
G60308;124;2;122;63;10;28;10;0;8;1;0;2
G60309;507;16;491;169;53;154;48;2;47;4;4;10
G60310;295;4;291;101;45;77;15;1;32;3;11;6
G60311;106;2;104;40;21;27;8;1;1;0;2;4
G60312;861;22;839;326;156;175;84;0;66;14;4;14
G60313;381;8;373;151;64;100;22;3;20;2;2;9
G60314;137;1;136;49;23;47;8;1;2;0;1;5
G60315;566;17;549;142;129;156;44;6;48;9;5;10
G60316;73;5;68;17;15;21;8;1;4;0;2;0
G60318;887;19;868;194;168;266;101;2;87;12;14;24
G60319;245;5;240;48;79;78;13;1;13;4;2;2
G60320;361;6;355;84;76;129;19;7;18;3;5;14
G60321;67;2;65;21;16;16;3;0;7;2;0;0
G60322;396;3;393;74;139;127;16;0;16;4;5;12
G60323;437;19;418;97;131;131;24;2;15;1;8;9
G60324;461;15;446;111;105;121;49;2;42;0;6;10
G60325;366;12;354;129;48;103;30;3;30;7;2;2
G60326;506;9;497;133;107;129;55;6;38;10;6;13
G60327;557;12;545;204;73;175;41;1;27;9;2;13
G60328;149;3;146;58;37;38;6;1;4;1;1;0
G60329;431;8;423;216;52;107;19;1;10;4;3;11
G60330;641;14;627;186;108;171;56;7;54;20;9;16
G60331;579;16;563;134;139;145;70;3;34;12;8;18
G60332;138;4;134;39;52;25;7;0;6;2;0;3
G60333;705;17;688;212;120;137;91;2;83;9;18;16
G60334;537;27;510;137;98;167;45;2;33;8;4;16
G60335;160;3;157;23;49;52;14;0;12;1;2;4
G60336;462;14;448;157;98;127;23;1;22;7;4;9
G60338;129;0;129;50;16;33;14;3;9;0;1;3
G60339;431;11;420;146;71;128;24;3;27;4;3;14
G60340;171;5;166;68;31;49;5;0;10;1;1;1
G60341;507;12;495;174;84;155;20;3;34;6;4;15
G60342;179;3;176;74;21;53;10;2;9;0;2;5
G60343;634;16;618;193;164;146;34;1;51;8;7;14
G60399;2891;45;2846;760;574;591;361;19;329;50;57;105
G60600;49631;905;48726;11103;10453;12874;6717;278;4696;481;957;1167
G60601;533;3;530;147;88;139;79;2;45;2;9;19
G60602;448;5;443;118;42;126;59;4;59;14;9;12
G60603;1253;38;1215;231;262;435;103;8;103;11;28;34
G60604;548;14;534;165;73;168;48;0;42;14;11;13
G60605;165;0;165;59;22;36;20;1;18;0;3;6
G60606;631;13;618;162;132;146;79;3;56;14;13;13
G60607;1079;19;1060;196;204;357;155;1;92;12;21;22
G60608;1372;25;1347;281;264;463;142;14;115;13;24;31
G60609;1040;27;1013;313;173;230;148;5;104;9;16;15
G60610;1968;38;1930;343;619;475;232;10;163;13;24;51
G60611;963;25;938;183;228;304;95;2;81;6;26;13
G60612;550;8;542;112;117;146;80;1;64;3;9;10
G60613;2133;50;2083;287;607;669;238;15;155;14;36;62
G60614;1030;16;1014;128;310;289;139;3;96;7;24;18
G60615;106;3;103;33;14;41;4;0;7;0;1;3
G60616;94;0;94;31;13;43;2;1;2;0;1;1
G60617;1439;17;1422;295;313;271;309;6;166;16;29;17
G60618;365;8;357;60;111;78;49;1;31;11;8;8
G60619;887;13;874;291;161;155;148;3;86;5;14;11
G60620;1157;20;1137;306;240;303;133;8;89;11;22;25
G60621;469;9;460;99;83;115;67;3;69;9;5;10
G60622;1866;41;1825;281;508;445;291;9;183;23;39;46
G60623;828;19;809;229;142;154;165;4;79;10;12;14
G60624;1355;14;1341;270;349;404;135;8;103;11;29;32
G60625;371;8;363;135;43;98;29;5;39;2;10;2
G60626;1086;24;1062;250;129;230;247;15;119;21;29;22
G60627;247;5;242;100;25;48;28;1;24;5;3;8
G60628;828;21;807;217;174;140;150;3;81;7;18;17
G60629;1346;30;1316;223;321;421;164;10;98;16;21;42
G60630;304;3;301;79;61;82;41;0;21;0;3;14
G60631;310;10;300;87;57;78;35;0;32;0;6;5
G60632;507;8;499;96;129;180;43;5;27;4;6;9
G60633;934;17;917;163;231;301;91;7;89;10;15;10
G60634;506;6;500;162;61;147;42;6;44;7;12;19
G60635;742;16;726;166;173;171;100;2;73;1;21;19
G60636;88;0;88;23;19;32;6;1;4;1;0;2
G60637;444;9;435;76;140;104;48;3;43;5;3;13
G60639;475;5;470;162;85;115;54;1;40;0;6;7
G60640;387;4;383;102;48;77;91;1;34;5;15;10
G60641;364;9;355;97;100;65;42;0;33;1;9;8
G60642;598;13;585;128;100;121;135;8;47;11;16;19
G60643;223;3;220;59;50;73;18;2;10;0;0;8
G60644;2244;40;2204;394;520;576;323;12;245;23;43;68
G60645;972;24;948;329;142;302;71;1;61;11;14;17
G60646;923;14;909;216;141;167;226;6;112;4;19;18
G60647;228;5;223;70;51;64;20;0;9;1;4;4
G60648;776;9;767;146;171;207;153;0;72;1;10;7
G60649;211;0;211;112;25;46;10;0;12;2;2;2
G60650;61;4;57;25;13;16;1;0;2;0;0;0
G60651;598;12;586;183;164;151;40;2;28;0;4;14
G60652;993;24;969;215;220;262;127;4;86;14;19;22
G60653;1227;25;1202;296;194;409;151;6;99;4;26;17
G60654;760;11;749;209;94;190;143;2;85;4;13;9
G60655;728;16;712;138;211;209;69;4;45;3;17;16
G60656;532;9;523;240;75;116;35;5;38;4;4;6
G60657;468;3;465;136;72;139;43;2;48;7;9;9
G60658;529;11;518;163;65;166;55;5;42;8;4;10
G60699;6342;82;6260;1286;1274;1379;966;47;846;71;163;228
G61000;24113;532;23581;7046;4586;6782;2211;159;1724;257;255;561
G61001;423;11;412;147;70;90;54;0;30;3;11;7
G61002;275;3;272;80;53;76;31;4;21;4;0;3
G61003;141;4;137;32;27;36;20;1;14;4;0;3
G61004;85;6;79;34;12;26;1;0;3;0;0;3
G61005;315;10;305;81;91;85;29;0;6;1;1;11
G61006;205;4;201;74;22;70;10;1;17;3;1;3
G61007;373;5;368;98;62;119;45;3;19;5;9;8
G61008;344;11;333;144;44;78;19;3;31;3;2;9
G61009;937;22;915;315;151;290;58;8;47;13;5;28
G61010;382;14;368;134;26;128;21;6;38;7;1;7
G61011;405;11;394;165;55;107;26;1;27;7;1;5
G61012;624;12;612;91;191;217;41;6;42;2;11;11
G61013;751;14;737;262;126;236;49;4;43;1;4;12
G61014;111;3;108;57;6;27;7;0;9;0;1;1
G61015;506;14;492;146;70;151;47;2;52;9;6;9
G61016;574;11;563;187;98;182;34;4;34;5;2;17
G61017;420;16;404;123;74;127;40;2;24;5;4;5
G61018;575;14;561;149;128;165;52;3;39;5;3;17
G61019;361;7;354;100;54;143;26;3;22;2;3;1
G61020;397;8;389;161;63;93;36;1;29;1;1;4
G61021;606;13;593;180;131;141;64;6;38;4;11;18
G61022;1840;35;1805;365;403;502;266;10;150;33;28;48
G61023;146;4;142;49;21;45;10;1;11;3;0;2
G61024;553;13;540;198;102;168;22;0;33;1;6;10
G61025;199;4;195;57;51;57;8;3;15;1;0;3
G61026;382;5;377;127;57;120;28;8;22;6;3;6
G61027;451;7;444;157;74;132;28;1;43;3;3;3
G61028;180;9;171;53;48;39;14;1;12;0;1;3
G61029;133;1;132;18;61;39;4;0;4;0;3;3
G61030;456;12;444;141;70;144;39;4;23;3;4;16
G61031;332;9;323;146;35;69;38;1;30;2;0;2
G61032;502;7;495;169;87;148;40;5;27;4;5;10
G61033;493;4;489;160;111;117;37;1;33;6;9;15
G61034;364;9;355;174;48;80;19;0;24;2;1;7
G61035;255;5;250;76;53;84;20;2;8;3;2;2
G61036;584;17;567;263;75;149;27;5;22;15;3;8
G61037;286;3;283;129;39;73;22;1;7;3;3;6
G61038;323;12;311;97;49;82;36;1;24;3;8;11
G61039;236;5;231;50;53;67;17;1;23;6;7;7
G61040;477;4;473;163;81;121;54;5;35;2;3;9
G61041;456;9;447;138;66;162;28;1;33;3;6;10
G61042;44;1;43;14;7;11;7;0;2;0;1;1
G61043;878;22;856;186;172;301;78;11;61;11;6;30
G61044;313;5;308;82;73;93;19;0;22;8;6;5
G61045;1361;49;1312;234;422;348;126;6;102;16;21;37
G61046;424;6;418;129;97;128;30;5;15;4;3;7
G61047;684;13;671;135;133;198;90;7;59;12;20;17
G61048;271;5;266;105;38;71;19;4;21;4;2;2
G61099;2680;44;2636;671;506;647;375;17;278;19;24;99
G61100;22091;482;21609;3306;7593;6000;1792;115;1580;172;412;639
G61101;1477;31;1446;197;674;315;93;8;70;9;40;40
G61104;286;4;282;27;163;46;18;0;10;1;9;8
G61105;330;5;325;102;67;101;19;0;19;6;2;9
G61106;548;18;530;142;147;158;21;6;34;2;5;15
G61107;412;12;400;128;88;106;39;6;17;3;6;7
G61108;6916;169;6747;832;2263;2092;598;32;493;60;140;237
G61109;550;16;534;174;141;126;34;1;32;7;8;11
G61110;911;15;896;108;369;252;70;0;55;5;11;26
G61111;577;17;560;92;189;158;45;0;57;5;7;7
G61112;237;8;229;43;105;55;6;2;8;2;0;8
G61113;900;22;878;145;307;279;66;4;42;7;10;18
G61114;694;12;682;140;209;209;36;2;39;9;13;25
G61115;699;13;686;126;229;231;38;2;27;2;9;22
G61116;455;9;446;98;121;149;20;5;32;1;8;12
G61118;345;12;333;15;181;85;15;2;13;6;9;7
G61119;213;8;205;46;63;56;13;0;16;1;1;9
G61120;3658;70;3588;470;1296;1030;322;23;256;27;69;95
G61199;2883;41;2842;421;981;552;339;22;360;19;65;83
G61200;25321;582;24739;6405;6632;5596;2529;179;2051;297;329;721
G61201;602;15;587;158;157;139;63;3;34;2;4;27
G61202;243;6;237;95;39;56;17;0;18;3;1;8
G61203;750;15;735;223;130;211;81;2;51;5;5;27
G61204;471;11;460;134;161;51;47;1;48;3;5;10
G61205;263;13;250;52;105;46;13;1;14;4;3;12
G61206;475;13;462;108;152;123;30;0;18;3;3;25
G61207;1123;30;1093;287;342;167;159;1;87;9;15;26
G61208;300;10;290;128;42;73;14;1;12;4;0;16
G61209;90;3;87;20;42;20;1;0;4;0;0;0
G61210;297;7;290;75;80;72;23;1;27;3;3;6
G61211;201;3;198;34;62;52;11;21;7;0;3;8
G61212;67;2;65;46;4;11;2;0;1;0;0;1
G61213;712;7;705;205;173;159;62;4;61;13;9;19
G61214;157;8;149;53;31;37;8;0;13;5;0;2
G61215;340;11;329;113;95;41;31;2;30;2;5;10
G61216;500;12;488;87;175;102;53;8;36;5;4;18
G61217;555;12;543;194;92;151;47;2;39;8;3;7
G61218;749;21;728;218;108;186;97;4;71;8;13;23
G61219;64;0;64;42;9;2;5;0;5;0;0;1
G61220;202;3;199;90;22;57;12;1;14;1;0;2
G61221;437;13;424;107;163;85;24;1;18;0;3;23
G61222;510;8;502;190;94;120;45;0;30;2;5;16
G61223;1753;34;1719;305;603;396;197;9;114;28;16;51
G61224;154;1;153;53;51;28;7;3;9;0;0;2
G61225;324;5;319;83;94;79;26;1;24;6;2;4
G61226;667;16;651;212;141;124;65;7;61;14;10;17
G61227;177;3;174;73;29;39;12;1;16;1;2;1
G61228;325;6;319;92;94;60;32;2;18;12;1;8
G61229;88;6;82;36;14;23;2;0;6;0;0;1
G61230;143;8;135;52;62;15;1;0;1;0;2;2
G61232;399;14;385;40;21;184;36;11;67;5;11;10
G61233;192;3;189;52;41;42;20;4;17;2;5;6
G61234;122;1;121;56;28;23;7;0;5;1;1;0
G61235;292;5;287;107;42;71;18;3;25;8;5;8
G61236;574;24;550;166;64;173;83;6;36;12;5;5
G61237;433;8;425;106;9;174;61;9;46;7;6;7
G61238;1449;34;1415;252;497;344;143;10;82;14;22;51
G61239;412;10;402;111;121;72;44;3;25;5;11;10
G61240;221;4;217;100;32;41;17;1;13;4;1;8
G61241;94;0;94;33;17;20;4;0;18;0;1;1
G61242;1118;27;1091;339;212;266;103;13;97;16;16;29
G61243;500;10;490;32;337;67;23;0;9;4;5;13
G61244;550;22;528;139;140;111;65;4;43;5;12;9
G61245;265;10;255;53;53;98;17;0;19;10;3;2
G61246;103;4;99;34;37;20;4;0;4;0;0;0
G61247;905;26;879;90;386;226;53;8;56;6;25;29
G61248;161;4;157;51;55;25;13;1;3;1;5;3
G61249;444;5;439;75;74;139;55;4;63;5;7;17
G61250;168;3;165;45;43;31;22;1;14;3;1;5
G61251;224;6;218;43;103;45;11;0;8;2;4;2
G61252;394;6;388;134;72;90;40;2;30;6;1;13
G61299;3562;54;3508;782;882;609;503;23;484;40;65;120
G61400;10611;258;10353;3600;2139;2623;749;72;760;80;96;234
G61401;99;14;85;20;25;28;1;2;6;1;0;2
G61403;343;7;336;96;68;122;17;2;15;5;4;7
G61404;179;6;173;75;16;62;14;1;4;1;0;0
G61405;200;4;196;92;42;36;11;0;10;1;1;3
G61406;95;3;92;41;13;21;5;0;9;2;0;1
G61407;114;4;110;51;14;23;7;0;10;2;0;3
G61408;339;5;334;149;54;73;24;2;20;2;3;7
G61409;415;11;404;126;88;88;38;2;39;1;7;15
G61410;365;6;359;84;120;80;26;1;34;3;4;7
G61411;694;15;679;281;116;145;67;5;42;4;5;14
G61412;627;18;609;123;144;198;58;3;53;6;7;17
G61413;164;3;161;64;42;33;7;0;11;0;2;2
G61414;359;16;343;122;66;91;27;2;17;0;8;10
G61415;245;4;241;124;34;57;9;3;11;0;1;2
G61416;115;10;105;40;17;28;8;1;4;1;1;5
G61417;292;9;283;100;58;87;6;1;20;3;1;7
G61418;354;13;341;141;71;85;14;1;22;1;1;5
G61419;49;1;48;20;3;14;3;0;5;0;0;3
G61420;191;5;186;74;35;48;10;0;16;0;1;2
G61421;450;7;443;191;70;100;25;7;38;3;5;4
G61422;441;14;427;118;118;114;29;4;31;3;4;6
G61423;183;2;181;49;26;66;18;2;11;4;1;4
G61424;322;8;314;100;35;127;23;2;9;10;1;7
G61425;505;6;499;169;133;126;22;2;32;5;2;8
G61427;427;8;419;106;115;107;36;3;28;2;8;14
G61428;298;14;284;114;65;58;23;3;13;2;1;5
G61429;154;2;152;83;5;43;9;1;8;0;1;2
G61430;330;6;324;68;105;98;19;9;11;0;2;12
G61431;127;2;125;34;30;37;12;0;7;0;1;4
G61432;235;5;230;59;41;64;19;2;38;2;1;4
G61433;52;1;51;22;14;9;2;0;2;0;1;1
G61434;268;2;266;118;37;67;12;2;18;3;1;8
G61435;77;2;75;32;18;15;4;0;5;0;0;1
G61436;119;0;119;61;27;21;3;0;3;1;0;3
G61499;1384;25;1359;453;274;252;141;9;158;12;21;39
G61600;17322;356;16966;3425;4891;4989;1378;105;1385;144;231;418
G61601;1388;21;1367;150;520;410;115;6;103;10;18;35
G61602;450;14;436;144;80;154;13;1;29;4;6;5
G61603;90;2;88;26;16;30;9;2;2;2;0;1
